branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1325, 36, 179, 20, 187, 35, 42, 39, 47, 24479, 6670, 18830
50, 2, 1828, 44, 216, 21, 237, 46, 45, 49, 53, 33160, 9358, 35205
50, 2, 1292, 5, 12, 1, 21, 0, 3, 4, 1, 26459, 4081, 22331
50, 2, 2228, 18, 75, 6, 76, 20, 13, 12, 18, 25901, 7299, 26244
50, 2, 1440, 35, 162, 24, 211, 29, 47, 43, 32, 32794, 6949, 24443
50, 2, 2035, 13, 65, 12, 58, 17, 10, 21, 16, 34662, 6889, 36894
50, 2, 1614, 48, 229, 26, 250, 51, 47, 50, 59, 47712, 8009, 26750
50, 2, 2365, 46, 229, 25, 244, 51, 64, 41, 52, 45604, 11445, 38303
50, 2, 1761, 48, 211, 21, 257, 46, 49, 40, 49, 34816, 8805, 44481
50, 2, 1903, 10, 60, 6, 58, 13, 18, 14, 11, 31758, 7744, 35452
50, 2, 1615, 37, 123, 16, 165, 28, 22, 27, 25, 31044, 11334, 19664
50, 2, 1311, 8, 35, 2, 40, 6, 11, 6, 6, 32766, 6753, 23424
50, 2, 1302, 7, 31, 5, 32, 12, 5, 7, 5, 38188, 5245, 19844
50, 2, 2125, 7, 28, 2, 31, 6, 7, 5, 5, 31749, 5633, 31807
50, 2, 1761, 35, 138, 13, 120, 36, 29, 26, 25, 33275, 7463, 26297
50, 2, 1632, 27, 149, 18, 163, 47, 27, 36, 30, 31309, 7394, 22878
50, 2, 1738, 45, 142, 15, 117, 17, 35, 26, 34, 31043, 7899, 24857
50, 2, 1148, 5, 17, 2, 21, 5, 6, 1, 2, 24761, 5492, 20188
50, 2, 2258, 17, 51, 2, 33, 3, 16, 10, 7, 44762, 9728, 29414
50, 2, 1654, 18, 71, 7, 64, 13, 15, 17, 15, 23160, 6109, 40171
50, 2, 1538, 13, 69, 14, 62, 17, 17, 15, 21, 40984, 6834, 29179
50, 2, 1616, 37, 122, 14, 125, 24, 33, 23, 19, 33024, 8037, 29854
50, 2, 1972, 33, 186, 25, 210, 48, 53, 44, 33, 41495, 9472, 29403
50, 2, 1594, 27, 99, 9, 99, 23, 18, 14, 26, 61772, 9239, 19735
50, 2, 1503, 43, 196, 21, 222, 39, 49, 39, 47, 46611, 8418, 28003
50, 2, 1347, 21, 105, 13, 124, 23, 26, 24, 24, 38579, 7535, 26399
50, 2, 2097, 14, 70, 7, 85, 21, 21, 9, 12, 40805, 7057, 29310
50, 2, 2349, 21, 98, 11, 117, 18, 24, 21, 25, 39584, 10827, 30322
50, 2, 1700, 25, 52, 7, 68, 5, 15, 7, 7, 36730, 6718, 26217
50, 2, 2357, 22, 87, 3, 82, 14, 19, 19, 16, 44302, 8354, 30121
50, 2, 1594, 29, 99, 6, 83, 18, 22, 16, 20, 36192, 7620, 24300
50, 2, 1414, 45, 197, 24, 259, 50, 47, 36, 43, 39807, 7753, 25764
50, 2, 1994, 21, 113, 13, 129, 28, 19, 26, 32, 32766, 7272, 33633
50, 2, 1985, 14, 50, 4, 67, 13, 7, 9, 11, 47167, 10276, 27599
50, 2, 1655, 46, 185, 21, 212, 43, 41, 36, 40, 53906, 9515, 29777
50, 2, 1613, 30, 139, 12, 150, 26, 37, 34, 24, 28570, 6841, 29021
50, 2, 2148, 14, 45, 3, 33, 9, 8, 10, 7, 38012, 10012, 25847
50, 2, 2198, 25, 165, 19, 197, 42, 41, 41, 35, 34380, 10526, 34247
50, 2, 1291, 8, 50, 3, 42, 11, 16, 9, 9, 33936, 5330, 14630
50, 2, 1711, 10, 41, 2, 43, 3, 7, 10, 13, 40817, 7354, 20281
50, 2, 1775, 14, 64, 4, 93, 12, 11, 15, 16, 51748, 8850, 31426
50, 2, 1759, 9, 86, 6, 84, 25, 24, 16, 18, 38299, 7581, 22704
50, 2, 1913, 25, 99, 9, 163, 20, 26, 18, 19, 28213, 10749, 39749
50, 2, 1811, 8, 46, 8, 40, 13, 9, 16, 8, 55627, 8344, 22636
50, 2, 1562, 6, 24, 3, 43, 1, 7, 5, 8, 37673, 5641, 42239
50, 2, 2404, 19, 83, 7, 105, 15, 20, 19, 17, 39835, 12424, 43167
50, 2, 1798, 1, 5, 0, 6, 1, 2, 1, 0, 31280, 5777, 28290
50, 2, 1730, 12, 54, 5, 55, 14, 15, 10, 8, 42237, 6629, 22767
50, 2, 1803, 28, 129, 12, 149, 28, 34, 30, 21, 31026, 9148, 28768
50, 2, 2222, 4, 10, 0, 8, 1, 0, 0, 5, 28345, 6805, 26713
50, 2, 1993, 21, 97, 10, 91, 20, 17, 24, 25, 32739, 8639, 38394
50, 2, 1599, 49, 199, 12, 205, 51, 38, 38, 35, 28199, 8244, 26780
50, 2, 1788, 8, 50, 7, 51, 12, 11, 11, 15, 30418, 6568, 20519
50, 2, 1427, 35, 128, 18, 161, 25, 37, 26, 23, 57371, 6919, 20682
50, 2, 1772, 47, 200, 22, 192, 27, 52, 40, 56, 27954, 12423, 47867
50, 2, 2115, 13, 55, 6, 57, 16, 11, 15, 6, 39120, 13362, 41303
50, 2, 2006, 27, 135, 16, 117, 34, 31, 20, 39, 32977, 10030, 28247
50, 2, 1599, 2, 4, 0, 1, 1, 0, 0, 1, 37761, 8728, 35593
50, 2, 1617, 45, 209, 26, 188, 52, 54, 38, 46, 28069, 9549, 35158
50, 2, 2049, 5, 28, 3, 22, 8, 6, 5, 7, 53974, 8505, 23380
50, 2, 1906, 25, 105, 14, 110, 25, 24, 20, 25, 26553, 6990, 25286
50, 2, 1709, 25, 155, 13, 158, 38, 31, 35, 39, 42462, 9411, 24409
50, 2, 1418, 49, 244, 24, 288, 61, 57, 45, 56, 35188, 9832, 23120
50, 2, 1525, 27, 157, 24, 207, 46, 35, 34, 39, 41817, 8323, 24772
50, 2, 1471, 41, 259, 16, 281, 69, 69, 45, 51, 28001, 9410, 36601
50, 2, 2383, 4, 11, 2, 18, 2, 2, 1, 4, 44047, 9264, 34027
50, 2, 1715, 30, 118, 16, 136, 26, 21, 29, 28, 33931, 7906, 30490
50, 2, 1542, 19, 58, 10, 79, 10, 14, 12, 13, 26956, 5940, 29169
50, 2, 2257, 8, 51, 5, 67, 17, 8, 11, 12, 34128, 7014, 39721
50, 2, 1533, 46, 218, 17, 279, 45, 39, 49, 56, 27725, 8714, 26875
50, 2, 2069, 27, 143, 9, 122, 34, 39, 24, 28, 35526, 8058, 31152
50, 2, 1694, 10, 73, 6, 90, 15, 23, 13, 18, 33187, 6567, 19790
50, 2, 2370, 17, 90, 4, 68, 21, 17, 19, 20, 34023, 10364, 46241
50, 2, 2099, 49, 228, 23, 266, 60, 49, 40, 53, 25648, 12935, 44926
50, 2, 1994, 10, 32, 6, 33, 7, 11, 5, 5, 35776, 11340, 34972
50, 2, 1512, 4, 17, 3, 21, 3, 3, 7, 3, 38969, 5060, 20855
50, 2, 1756, 8, 31, 2, 28, 8, 2, 9, 6, 31384, 7566, 20682
50, 2, 1996, 35, 179, 20, 224, 36, 43, 47, 38, 28674, 8357, 30082
50, 2, 2072, 49, 236, 29, 293, 51, 53, 50, 62, 40647, 10284, 27333
50, 2, 1242, 10, 47, 7, 53, 9, 11, 15, 9, 23735, 6749, 14403
50, 2, 2006, 47, 241, 30, 264, 53, 56, 53, 62, 42173, 9801, 44028
50, 2, 1337, 42, 222, 23, 240, 57, 40, 63, 43, 37263, 9379, 33675
50, 2, 2508, 48, 237, 39, 249, 59, 47, 56, 66, 34120, 15638, 41378
50, 2, 1597, 29, 136, 16, 166, 37, 32, 22, 32, 30797, 7345, 21030
50, 2, 2071, 26, 105, 14, 118, 24, 22, 25, 22, 27870, 10528, 22893
50, 2, 2200, 7, 24, 0, 32, 4, 6, 2, 5, 34065, 7873, 26664
50, 2, 1469, 40, 201, 19, 185, 44, 41, 48, 47, 44276, 9986, 23427
50, 2, 1474, 1, 1, 0, 0, 0, 0, 0, 0, 46264, 5052, 20914
50, 2, 1996, 39, 214, 23, 227, 45, 41, 50, 62, 45090, 9958, 22215
50, 2, 1617, 15, 65, 10, 76, 12, 14, 13, 21, 27492, 8659, 37875
50, 2, 1896, 42, 216, 20, 267, 47, 46, 58, 43, 36126, 10164, 20932
50, 2, 2065, 29, 174, 27, 240, 33, 48, 51, 40, 33805, 8772, 23781
50, 2, 1727, 47, 225, 16, 225, 50, 36, 46, 62, 24155, 11403, 17072
50, 2, 1179, 46, 230, 21, 217, 46, 63, 49, 47, 50329, 6967, 13777
50, 2, 1812, 33, 161, 13, 183, 34, 48, 28, 31, 53997, 13743, 36304
50, 2, 1879, 49, 239, 27, 247, 46, 59, 61, 51, 41173, 10557, 21295
50, 2, 1401, 8, 48, 4, 45, 15, 9, 9, 11, 43205, 7465, 35996
50, 2, 1907, 36, 169, 13, 175, 37, 46, 32, 31, 25121, 8850, 43300
50, 2, 1657, 5, 12, 1, 12, 2, 2, 2, 2, 32637, 4728, 38306
50, 2, 1987, 37, 174, 18, 172, 49, 44, 27, 35, 27641, 8485, 37435
50, 2, 1618, 33, 155, 18, 171, 26, 38, 33, 43, 31328, 7725, 22020
50, 2, 1555, 10, 52, 5, 58, 14, 15, 5, 13, 35932, 5910, 23734
50, 2, 1348, 42, 215, 21, 229, 46, 54, 50, 44, 37444, 9236, 25081
50, 2, 2353, 45, 160, 21, 158, 43, 27, 34, 32, 60554, 13752, 35020
50, 2, 1876, 41, 142, 16, 169, 36, 34, 21, 26, 40769, 8545, 34468
50, 2, 1613, 35, 184, 14, 204, 38, 43, 41, 41, 51800, 8151, 18386
50, 2, 1799, 22, 81, 11, 93, 18, 14, 17, 21, 27913, 10270, 21036
50, 2, 1874, 6, 51, 4, 62, 14, 12, 11, 12, 28718, 5771, 39993
50, 2, 1807, 48, 245, 29, 306, 56, 50, 55, 65, 31892, 11051, 32351
50, 2, 1782, 34, 177, 11, 203, 31, 38, 41, 44, 33243, 9910, 31287
50, 2, 1741, 25, 99, 12, 103, 23, 18, 24, 21, 30772, 7220, 42861
50, 2, 2089, 29, 157, 11, 161, 28, 36, 37, 38, 46417, 9645, 27551
50, 2, 2103, 36, 154, 15, 171, 33, 20, 42, 38, 37207, 10238, 27275
50, 2, 1832, 49, 187, 21, 234, 33, 38, 37, 51, 45491, 15137, 23967
50, 2, 1274, 37, 212, 21, 258, 56, 46, 40, 54, 27432, 6356, 11637
50, 2, 1514, 31, 142, 9, 143, 25, 27, 36, 32, 24539, 7333, 26919
50, 2, 1862, 9, 44, 2, 46, 8, 7, 11, 11, 34409, 7870, 26265
50, 2, 2369, 38, 185, 31, 235, 43, 47, 46, 42, 41936, 11102, 38916
50, 2, 1605, 43, 274, 27, 244, 69, 68, 58, 63, 43136, 9394, 23802
50, 2, 2119, 13, 69, 12, 99, 17, 18, 15, 18, 45031, 7569, 25429
50, 2, 1837, 30, 112, 14, 121, 24, 20, 28, 24, 40390, 8256, 19653
50, 2, 2179, 9, 32, 3, 25, 4, 7, 7, 8, 31371, 7050, 25929
50, 2, 1540, 8, 37, 5, 41, 6, 11, 8, 9, 38262, 7234, 37258
50, 2, 1936, 36, 109, 15, 96, 19, 20, 19, 30, 29476, 9708, 41315
50, 2, 2230, 18, 111, 16, 120, 27, 32, 21, 29, 34068, 9078, 30514
50, 2, 1937, 34, 122, 11, 139, 22, 30, 20, 27, 54893, 10037, 29933
50, 2, 2018, 13, 46, 2, 28, 12, 8, 6, 9, 61003, 8854, 29599
50, 2, 1452, 16, 55, 7, 50, 9, 9, 13, 15, 39118, 6046, 20712
50, 2, 1451, 38, 211, 18, 219, 46, 40, 48, 57, 31346, 7892, 29424
50, 2, 1942, 23, 118, 14, 91, 26, 20, 28, 35, 35532, 8157, 40135
50, 2, 2553, 34, 150, 23, 184, 40, 42, 33, 24, 44401, 10981, 35684
50, 2, 2212, 39, 175, 17, 183, 31, 35, 42, 45, 31418, 9377, 36867
50, 2, 1779, 17, 71, 7, 69, 13, 16, 20, 12, 54458, 8982, 19397
50, 2, 1737, 23, 115, 16, 131, 28, 29, 32, 19, 38059, 10763, 24417
50, 2, 2344, 43, 178, 16, 189, 37, 42, 45, 27, 43189, 7658, 30875
50, 2, 2049, 45, 192, 35, 232, 44, 50, 39, 49, 43395, 11240, 34746
50, 2, 1993, 3, 8, 1, 8, 1, 1, 3, 1, 29325, 6699, 28745
50, 2, 1619, 46, 202, 22, 264, 40, 47, 47, 44, 28029, 9247, 21788
50, 2, 1339, 4, 23, 1, 30, 6, 5, 5, 4, 30834, 6253, 32323
50, 2, 2623, 36, 144, 23, 194, 30, 36, 32, 33, 60140, 13232, 28372
50, 2, 1654, 37, 192, 26, 205, 52, 38, 46, 45, 23255, 11529, 38293
50, 2, 1883, 14, 48, 7, 67, 7, 14, 14, 6, 51566, 7976, 25273
50, 2, 2079, 28, 137, 15, 172, 34, 30, 29, 31, 35471, 8399, 40177
