branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 2238, 3, 0, 11, 0, 0, 0, 8, 0, 28125, 10507, 32413
50, 2, 1341, 18, 0, 88, 0, 0, 0, 70, 0, 24564, 12543, 29286
50, 2, 1737, 47, 0, 193, 0, 0, 0, 146, 0, 55643, 17165, 28465
50, 2, 1670, 19, 0, 125, 0, 0, 0, 106, 0, 75318, 16114, 22949
50, 2, 1924, 9, 0, 46, 0, 0, 0, 37, 0, 54512, 12761, 28553
50, 2, 1635, 40, 0, 165, 0, 0, 0, 125, 0, 31086, 16220, 17370
50, 2, 1743, 11, 0, 48, 0, 0, 0, 37, 0, 46926, 10685, 25621
50, 2, 1593, 7, 0, 36, 0, 0, 0, 29, 0, 31608, 12980, 41552
50, 2, 1867, 31, 0, 132, 0, 0, 0, 101, 0, 43422, 16562, 24349
50, 2, 1790, 25, 0, 137, 0, 0, 0, 112, 0, 42979, 14253, 26441
50, 2, 1553, 33, 0, 161, 0, 0, 0, 128, 0, 40054, 14278, 22683
50, 2, 1989, 18, 0, 116, 0, 0, 0, 98, 0, 40633, 17344, 29909
50, 2, 1041, 24, 0, 144, 0, 0, 0, 120, 0, 30935, 12211, 30097
50, 2, 1993, 3, 0, 15, 0, 0, 0, 12, 0, 40172, 7658, 36565
50, 2, 1818, 14, 0, 38, 0, 0, 0, 24, 0, 41525, 8578, 20433
50, 2, 1931, 11, 0, 29, 0, 0, 0, 18, 0, 26771, 7681, 25822
50, 2, 1464, 20, 0, 109, 0, 0, 0, 89, 0, 37312, 13826, 21421
50, 2, 2241, 24, 0, 155, 0, 0, 0, 131, 0, 49381, 15544, 44827
50, 2, 1235, 30, 0, 166, 0, 0, 0, 136, 0, 24038, 11113, 15160
