branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
88, 2, 5973, 1, 2, 0, 0, 0, 0, 0, 1, 93082, 23355, 106882
116, 2, 9014, 1, 1, 1, 0, 0, 0, 0, 1, 130416, 34905, 147652
77, 2, 5026, 1, 5, 3, 0, 0, 0, 0, 7, 72860, 20107, 78663
125, 2, 11606, 1, 14, 2, 0, 0, 0, 0, 15, 152033, 41723, 193186
159, 2, 19856, 1, 4, 2, 0, 0, 0, 0, 5, 296966, 62046, 360978
11, 2, 43, 1, 2, 0, 0, 0, 0, 0, 1, 5638, 418, 2199
137, 2, 10004, 1, 3, 1, 0, 0, 0, 0, 3, 140475, 35065, 168498
142, 2, 12783, 1, 5, 0, 0, 0, 0, 0, 4, 193916, 53553, 229584
87, 2, 6978, 1, 1, 0, 0, 0, 0, 0, 0, 89633, 18733, 99694
109, 2, 7053, 1, 1, 1, 0, 0, 0, 0, 1, 108019, 31427, 104099
62, 2, 2877, 1, 3, 1, 0, 0, 0, 0, 3, 38510, 8957, 44949
96, 2, 6889, 1, 14, 1, 0, 0, 0, 0, 14, 117498, 36029, 97304
61, 2, 2574, 1, 1, 0, 0, 0, 0, 0, 0, 48962, 7148, 31658
76, 2, 4406, 1, 5, 0, 0, 0, 0, 0, 4, 73271, 14037, 56876
117, 2, 8473, 1, 6, 1, 0, 0, 0, 0, 6, 120866, 35328, 134026
194, 2, 28853, 1, 13, 4, 0, 0, 0, 0, 16, 425114, 137689, 605187
169, 2, 23278, 1, 0, 1, 0, 0, 0, 0, 0, 372169, 85324, 444506
2, 2, 9, 1, 2, 0, 0, 0, 0, 0, 1, 1203, 494, 1708
16, 2, 304, 1, 1, 0, 0, 0, 0, 0, 0, 17900, 1510, 8239
14, 2, 126, 1, 6, 0, 0, 0, 0, 0, 5, 6740, 791, 3797
