branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 2523, 24, 0, 124, 0, 100, 0, 0, 0, 43225, 8029, 35184
50, 2, 2066, 38, 0, 251, 0, 213, 0, 0, 0, 34542, 9157, 30138
50, 2, 2029, 39, 0, 196, 0, 157, 0, 0, 0, 32088, 7883, 41009
50, 2, 1596, 46, 0, 221, 0, 175, 0, 0, 0, 29148, 6101, 25332
50, 2, 2232, 35, 0, 198, 0, 163, 0, 0, 0, 54966, 8994, 25165
50, 2, 2025, 49, 0, 245, 0, 196, 0, 0, 0, 42215, 11254, 34441
50, 2, 1496, 34, 0, 223, 0, 189, 0, 0, 0, 43146, 6466, 23097
50, 2, 1605, 13, 0, 97, 0, 84, 0, 0, 0, 45738, 8039, 31599
50, 2, 1148, 39, 0, 168, 0, 129, 0, 0, 0, 27209, 7862, 31740
50, 2, 804, 42, 0, 247, 0, 205, 0, 0, 0, 30917, 3919, 13758
50, 2, 1252, 17, 0, 61, 0, 44, 0, 0, 0, 31782, 8779, 24466
50, 2, 1816, 21, 0, 130, 0, 109, 0, 0, 0, 33310, 6158, 40159
50, 2, 1139, 48, 0, 202, 0, 154, 0, 0, 0, 21857, 5076, 20231
50, 2, 2421, 50, 0, 253, 0, 203, 0, 0, 0, 26556, 8932, 41095
50, 2, 1286, 43, 0, 224, 0, 181, 0, 0, 0, 38149, 8470, 33030
50, 2, 1789, 36, 0, 173, 0, 137, 0, 0, 0, 38079, 9228, 27818
50, 2, 1863, 27, 0, 146, 0, 119, 0, 0, 0, 33960, 6769, 27455
50, 2, 2031, 7, 0, 21, 0, 14, 0, 0, 0, 37165, 10020, 27589
50, 2, 1404, 9, 0, 26, 0, 17, 0, 0, 0, 34371, 6629, 19909
50, 2, 1704, 44, 0, 218, 0, 174, 0, 0, 0, 55140, 9694, 37161
50, 2, 1694, 6, 0, 58, 0, 52, 0, 0, 0, 30975, 6341, 39471
50, 2, 1942, 29, 0, 166, 0, 137, 0, 0, 0, 36678, 6542, 24863
50, 2, 2005, 15, 0, 57, 0, 42, 0, 0, 0, 39183, 7145, 34060
50, 2, 1657, 24, 0, 123, 0, 99, 0, 0, 0, 27832, 8939, 34447
50, 2, 1144, 4, 0, 26, 0, 22, 0, 0, 0, 29377, 7950, 21873
50, 2, 1215, 43, 0, 212, 0, 169, 0, 0, 0, 25550, 5798, 20418
50, 2, 2313, 46, 0, 208, 0, 162, 0, 0, 0, 51699, 11631, 35461
